Sn,System,Sub System,Project Number,Sub Contract,Building Number,Floor,Drawing Zone,Discipline,Sub Discipline,Drawing Stage,DN,Column1,Title,21,Review Time Days,Review Time Overdue,25,S_Date,27,28,C_Date,292,Drawing Submission Status,By2,Aref_0,Asub_0,Asub_02,Asub_03,Jvref_0,Jvc_0,Jvcd_0,Cmac_0,Aref_1,Asub_1,Jvref_1,Jvc_1,Jvcd_1,Cmac_1,Aref_2,Asub_2,Jvref_2,Jvc_2,Jvcd_2,Cmac_2,Aref_3,Asub_3,Jvref_3,Jvc_3,Jvcd_3,Cmac_3,Aref_4,Asub_4,Jvref_4,Jvc_4,Jvcd_4,Cmac_4,Aref_5,Asub_5,Jvref_5,Jvc_5,Jvcd_5,Cmac_5,Aref_6,Asub_6,Jvref_6,Jvc_6,Jvcd_6,Cmac_6,Aref_7,Asub_7,Jvref_7,Jvc_7,Jvcd_7,Cmac_7
1296,GSM-DAS & TETRA,GSM,1300403,ATS,B01,MZ,0.0,ICT,GSM,SD,111,1300403-ATS-B01-MZ-00-ICT-GSM-SD-111,B0001 -Terminal Mezzanine Floor Gsm Das Prediction Heatmap At Frequency 2300 Mhz ,2025-06-23,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1297,GSM-DAS & TETRA,GSM,1300403,ATS,B01,FF,0.0,ICT,GSM,SD,112,1300403-ATS-B01-FF-00-ICT-GSM-SD-112,B0001- Terminal First Floor Gsm Das Prediction Heatmap At Frequency 2300 Mhz,2025-06-23,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1298,GSM-DAS & TETRA,GSM,1300403,ATS,B02,GF,0.0,ICT,GSM,SD,113,1300403-ATS-B02-GF-00-ICT-GSM-SD-113,B0002- Group Check In Ground Floor Gsm Das Prediction Heatmap At Frequency 2300 Mhz - Over All Layout,2025-06-23,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1299,GSM-DAS & TETRA,GSM,1300403,ATS,B02,GF,1.0,ICT,GSM,SD,114,1300403-ATS-B02-GF-01-ICT-GSM-SD-114,B0002- Group Check In Ground Floor Gsm Das Prediction Heatmap At Frequency 2300 Mhz - Part 1,2025-06-23,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1300,GSM-DAS & TETRA,GSM,1300403,ATS,B02,GF,2.0,ICT,GSM,SD,115,1300403-ATS-B02-GF-02-ICT-GSM-SD-115,B0002- Group Check In Ground Floor Gsm Das Prediction Heatmap At Frequency 2300 Mhz - Part 2,2025-06-23,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1301,GSM-DAS & TETRA,GSM,1300403,ATS,B02,GF,3.0,ICT,GSM,SD,116,1300403-ATS-B02-GF-03-ICT-GSM-SD-116,B0002- Group Check In Ground Floor Gsm Das Prediction Heatmap At Frequency 2300 Mhz - Part 3,2025-06-23,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1302,GSM-DAS & TETRA,GSM,1300403,ATS,B02,FF,0.0,ICT,GSM,SD,117,1300403-ATS-B02-FF-00-ICT-GSM-SD-117,B0002- Group Check In First Floor Gsm Das Prediction Heatmap At Frequency 2300 Mhz - Over All Layout,2025-06-23,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1303,GSM-DAS & TETRA,GSM,1300403,ATS,B02,FF,1.0,ICT,GSM,SD,118,1300403-ATS-B02-FF-01-ICT-GSM-SD-118,B0002- Group Check In First Floor Gsm Das Prediction Heatmap At Frequency 2300 Mhz - Part 1,2025-06-23,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1304,GSM-DAS & TETRA,GSM,1300403,ATS,B02,FF,2.0,ICT,GSM,SD,119,1300403-ATS-B02-FF-02-ICT-GSM-SD-119,B0002- Group Check In First Floor Gsm Das Prediction Heatmap At Frequency 2300 Mhz - Part 2,2025-06-23,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1305,GSM-DAS & TETRA,GSM,1300403,ATS,B02,FF,3.0,ICT,GSM,SD,120,1300403-ATS-B02-FF-03-ICT-GSM-SD-120,B0002- Group Check In First Floor Gsm Das Prediction Heatmap At Frequency 2300 Mhz - Part 3,2025-06-23,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1306,GSM-DAS & TETRA,GSM,1300403,ATS,B03,BF,0.0,ICT,GSM,SD,121,1300403-ATS-B03-BF-00-ICT-GSM-SD-121,B0003 -Mosque Basement Floor Gsm Das Prediction Heatmap  At Frequency 2300 Mhz ,2025-06-25,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1307,GSM-DAS & TETRA,GSM,1300403,ATS,B03,GF,0.0,ICT,GSM,SD,122,1300403-ATS-B03-GF-00-ICT-GSM-SD-122,B0003 -Mosque Ground Floor Gsm Das Prediction Heatmap At Frequency 2300 Mhz - Over All Layout,2025-06-25,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1308,GSM-DAS & TETRA,GSM,1300403,ATS,B03,GF,1.0,ICT,GSM,SD,123,1300403-ATS-B03-GF-01-ICT-GSM-SD-123,B0003 -Mosque Ground Floor Gsm Das Prediction Heatmap At Frequency 2300 Mhz - Part 1,2025-06-25,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1309,GSM-DAS & TETRA,GSM,1300403,ATS,B03,GF,2.0,ICT,GSM,SD,124,1300403-ATS-B03-GF-02-ICT-GSM-SD-124,B0003 -Mosque Ground Floor Gsm Das Prediction Heatmap At Frequency 2300 Mhz - Part 2,2025-06-25,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1310,GSM-DAS & TETRA,GSM,1300403,ATS,B03,FF,0.0,ICT,GSM,SD,125,1300403-ATS-B03-FF-00-ICT-GSM-SD-125,B0003 -Mosque First Floor Gsm Das Prediction Heatmap At Frequency 2300 Mhz - Over All Layout,2025-06-25,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1311,GSM-DAS & TETRA,GSM,1300403,ATS,B03,FF,1.0,ICT,GSM,SD,126,1300403-ATS-B03-FF-01-ICT-GSM-SD-126,B0003 -Mosque First Floor Gsm Das Prediction Heatmap At Frequency 2300 Mhz - Part 1,2025-06-25,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1312,GSM-DAS & TETRA,GSM,1300403,ATS,B03,FF,2.0,ICT,GSM,SD,127,1300403-ATS-B03-FF-02-ICT-GSM-SD-127,B0003 -Mosque First Floor Gsm Das Prediction Heatmap At Frequency 2300 Mhz - Part 2,2025-06-25,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1313,GSM-DAS & TETRA,GSM,1300403,ATS,B04,BF,0.0,ICT,GSM,SD,128,1300403-ATS-B04-BF-00-ICT-GSM-SD-128,B0004 -West Parking Lower Level Gsm Das Prediction Heatmap At Frequency 2300 Mhz - Over All Layout,2025-06-30,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1314,GSM-DAS & TETRA,GSM,1300403,ATS,B04,BF,1.0,ICT,GSM,SD,129,1300403-ATS-B04-BF-01-ICT-GSM-SD-129,B0004 -West Parking Lower Level Gsm Das Prediction Heatmap At Frequency 2300 Mhz - Part 1,2025-06-30,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1315,GSM-DAS & TETRA,GSM,1300403,ATS,B04,BF,2.0,ICT,GSM,SD,130,1300403-ATS-B04-BF-02-ICT-GSM-SD-130,B0004 -West Parking Lower Level Gsm Das Prediction Heatmap At Frequency 2300 Mhz - Part 2,2025-06-30,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1316,GSM-DAS & TETRA,GSM,1300403,ATS,B04,BF,3.0,ICT,GSM,SD,131,1300403-ATS-B04-BF-03-ICT-GSM-SD-131,B0004 -West Parking Lower Level Gsm Das Prediction Heatmap At Frequency 2300 Mhz - Part 3,2025-06-30,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1317,GSM-DAS & TETRA,GSM,1300403,ATS,B04,BF,4.0,ICT,GSM,SD,132,1300403-ATS-B04-BF-04-ICT-GSM-SD-132,B0004 -West Parking Lower Level Gsm Das Prediction Heatmap At Frequency 2300 Mhz - Part 4,2025-06-30,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1318,GSM-DAS & TETRA,GSM,1300403,ATS,B04,GF,0.0,ICT,GSM,SD,133,1300403-ATS-B04-GF-00-ICT-GSM-SD-133,B0004 -West Parking Upper Level Gsm Das Prediction Heatmap At Frequency 2300 Mhz - Over All Layout,2025-06-30,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1319,GSM-DAS & TETRA,GSM,1300403,ATS,B04,GF,1.0,ICT,GSM,SD,134,1300403-ATS-B04-GF-01-ICT-GSM-SD-134,B0004 -West Parking Upper Level Gsm Das Prediction Heatmap At Frequency 2300 Mhz - Part 1,2025-06-30,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1320,GSM-DAS & TETRA,GSM,1300403,ATS,B04,GF,2.0,ICT,GSM,SD,135,1300403-ATS-B04-GF-02-ICT-GSM-SD-135,B0004 -West Parking Upper Level Gsm Das Prediction Heatmap At Frequency 2300 Mhz - Part 2,2025-06-30,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1321,GSM-DAS & TETRA,GSM,1300403,ATS,B04,GF,3.0,ICT,GSM,SD,136,1300403-ATS-B04-GF-03-ICT-GSM-SD-136,B0004 -West Parking Upper Level Gsm Das Prediction Heatmap At Frequency 2300 Mhz - Part 3,2025-06-30,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1322,GSM-DAS & TETRA,GSM,1300403,ATS,B04,GF,4.0,ICT,GSM,SD,137,1300403-ATS-B04-GF-04-ICT-GSM-SD-137,B0004 -West Parking Upper Level Gsm Das Prediction Heatmap At Frequency 2300 Mhz - Part 4,2025-06-30,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1323,GSM-DAS & TETRA,GSM,1300403,ATS,B05,BF,0.0,ICT,GSM,SD,138,1300403-ATS-B05-BF-00-ICT-GSM-SD-138,B0005 -East Parking Lower Level Gsm Das Prediction Heatmap At Frequency 2300 Mhz - Over All Layout,2025-06-30,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1324,GSM-DAS & TETRA,GSM,1300403,ATS,B05,BF,1.0,ICT,GSM,SD,139,1300403-ATS-B05-BF-01-ICT-GSM-SD-139,B0005 -East Parking Lower Level Gsm Das Prediction Heatmap At Frequency 2300 Mhz - Part 1,2025-06-30,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1325,GSM-DAS & TETRA,GSM,1300403,ATS,B05,BF,2.0,ICT,GSM,SD,140,1300403-ATS-B05-BF-02-ICT-GSM-SD-140,B0005 -East Parking Lower Level Gsm Das Prediction Heatmap At Frequency 2300 Mhz - Part 2,2025-06-30,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1326,GSM-DAS & TETRA,GSM,1300403,ATS,B05,BF,3.0,ICT,GSM,SD,141,1300403-ATS-B05-BF-03-ICT-GSM-SD-141,B0005 -East Parking Lower Level Gsm Das Prediction Heatmap At Frequency 2300 Mhz - Part 3,2025-06-30,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1327,GSM-DAS & TETRA,GSM,1300403,ATS,B05,BF,4.0,ICT,GSM,SD,142,1300403-ATS-B05-BF-04-ICT-GSM-SD-142,B0005 -East Parking Lower Level Gsm Das Prediction Heatmap At Frequency 2300 Mhz - Part 4,2025-06-30,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1328,GSM-DAS & TETRA,GSM,1300403,ATS,B06,GF,0.0,ICT,GSM,SD,143,1300403-ATS-B06-GF-00-ICT-GSM-SD-143,B0006 - Baggage Handling Area Ground Floor Gsm Das Prediction Heatmap At Frequency 2300 Mhz,2025-06-18,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1329,GSM-DAS & TETRA,GSM,1300403,ATS,B07,GF,0.0,ICT,GSM,SD,144,1300403-ATS-B07-GF-00-ICT-GSM-SD-144,B0007 - Hajj Building Ground Floor Gsm Das Prediction Heatmap At Frequency 2300 Mhz,2025-06-18,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1330,GSM-DAS & TETRA,GSM,1300403,ATS,B01,BF,0.0,ICT,GSM,SD,145,1300403-ATS-B01-BF-00-ICT-GSM-SD-145,B0001- Terminal Basement Floor Gsm Das Prediction Heatmap At Frequency 2600 Mhz,2025-06-23,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1331,GSM-DAS & TETRA,GSM,1300403,ATS,B01,GF,0.0,ICT,GSM,SD,146,1300403-ATS-B01-GF-00-ICT-GSM-SD-146,B0001 -Terminal Ground Floor Gsm Das Prediction Heatmap At Frequency 2600 Mhz,2025-06-23,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1332,GSM-DAS & TETRA,GSM,1300403,ATS,B01,MZ,0.0,ICT,GSM,SD,147,1300403-ATS-B01-MZ-00-ICT-GSM-SD-147,B0001 -Terminal Mezzanine Floor Gsm Das Prediction Heatmap At Frequency 2600 Mhz ,2025-06-23,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1333,GSM-DAS & TETRA,GSM,1300403,ATS,B01,FF,0.0,ICT,GSM,SD,148,1300403-ATS-B01-FF-00-ICT-GSM-SD-148,B0001- Terminal First Floor Gsm Das Prediction Heatmap At Frequency 2600 Mhz,2025-06-23,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1334,GSM-DAS & TETRA,GSM,1300403,ATS,B02,GF,0.0,ICT,GSM,SD,149,1300403-ATS-B02-GF-00-ICT-GSM-SD-149,B0002- Group Check In Ground Floor Gsm Das Prediction Heatmap At Frequency 2600 Mhz - Over All Layout,2025-06-23,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1335,GSM-DAS & TETRA,GSM,1300403,ATS,B02,GF,1.0,ICT,GSM,SD,150,1300403-ATS-B02-GF-01-ICT-GSM-SD-150,B0002- Group Check In Ground Floor Gsm Das Prediction Heatmap At Frequency 2600 Mhz - Part 1,2025-06-23,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1336,GSM-DAS & TETRA,GSM,1300403,ATS,B02,GF,2.0,ICT,GSM,SD,151,1300403-ATS-B02-GF-02-ICT-GSM-SD-151,B0002- Group Check In Ground Floor Gsm Das Prediction Heatmap At Frequency 2600 Mhz - Part 2,2025-06-23,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1337,GSM-DAS & TETRA,GSM,1300403,ATS,B02,GF,3.0,ICT,GSM,SD,152,1300403-ATS-B02-GF-03-ICT-GSM-SD-152,B0002- Group Check In Ground Floor Gsm Das Prediction Heatmap At Frequency 2600 Mhz - Part 3,2025-06-23,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1338,GSM-DAS & TETRA,GSM,1300403,ATS,B02,FF,0.0,ICT,GSM,SD,153,1300403-ATS-B02-FF-00-ICT-GSM-SD-153,B0002- Group Check In First Floor Gsm Das Prediction Heatmap At Frequency 2600 Mhz - Over All Layout,2025-06-23,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1339,GSM-DAS & TETRA,GSM,1300403,ATS,B02,FF,1.0,ICT,GSM,SD,154,1300403-ATS-B02-FF-01-ICT-GSM-SD-154,B0002- Group Check In First Floor Gsm Das Prediction Heatmap At Frequency 2600 Mhz - Part 1,2025-06-23,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1340,GSM-DAS & TETRA,GSM,1300403,ATS,B02,FF,2.0,ICT,GSM,SD,155,1300403-ATS-B02-FF-02-ICT-GSM-SD-155,B0002- Group Check In First Floor Gsm Das Prediction Heatmap At Frequency 2600 Mhz - Part 2,2025-06-23,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1341,GSM-DAS & TETRA,GSM,1300403,ATS,B02,FF,3.0,ICT,GSM,SD,156,1300403-ATS-B02-FF-03-ICT-GSM-SD-156,B0002- Group Check In First Floor Gsm Das Prediction Heatmap At Frequency 2600 Mhz - Part 3,2025-06-23,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1342,GSM-DAS & TETRA,GSM,1300403,ATS,B03,BF,0.0,ICT,GSM,SD,157,1300403-ATS-B03-BF-00-ICT-GSM-SD-157,B0003 -Mosque Basement Floor Gsm Das Prediction Heatmap  At Frequency 2600 Mhz ,2025-06-25,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1343,GSM-DAS & TETRA,GSM,1300403,ATS,B03,GF,0.0,ICT,GSM,SD,158,1300403-ATS-B03-GF-00-ICT-GSM-SD-158,B0003 -Mosque Ground Floor Gsm Das Prediction Heatmap At Frequency 2600 Mhz - Over All Layout,2025-06-25,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1344,GSM-DAS & TETRA,GSM,1300403,ATS,B03,GF,1.0,ICT,GSM,SD,159,1300403-ATS-B03-GF-01-ICT-GSM-SD-159,B0003 -Mosque Ground Floor Gsm Das Prediction Heatmap At Frequency 2600 Mhz -Part 1,2025-06-25,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1345,GSM-DAS & TETRA,GSM,1300403,ATS,B03,GF,2.0,ICT,GSM,SD,160,1300403-ATS-B03-GF-02-ICT-GSM-SD-160,B0003 -Mosque Ground Floor Gsm Das Prediction Heatmap At Frequency 2600 Mhz -Part 2,2025-06-25,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1346,GSM-DAS & TETRA,GSM,1300403,ATS,B03,FF,0.0,ICT,GSM,SD,161,1300403-ATS-B03-FF-00-ICT-GSM-SD-161,B0003 -Mosque First Floor Gsm Das Prediction Heatmap At Frequency 2600 Mhz - Over All Layout,2025-06-25,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1347,GSM-DAS & TETRA,GSM,1300403,ATS,B03,FF,1.0,ICT,GSM,SD,162,1300403-ATS-B03-FF-01-ICT-GSM-SD-162,B0003 -Mosque First Floor Gsm Das Prediction Heatmap At Frequency 2600 Mhz - Part 1,2025-06-25,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1348,GSM-DAS & TETRA,GSM,1300403,ATS,B03,FF,2.0,ICT,GSM,SD,163,1300403-ATS-B03-FF-02-ICT-GSM-SD-163,B0003 -Mosque First Floor Gsm Das Prediction Heatmap At Frequency 2600 Mhz - Part 2,2025-06-25,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1349,GSM-DAS & TETRA,GSM,1300403,ATS,B04,BF,0.0,ICT,GSM,SD,164,1300403-ATS-B04-BF-00-ICT-GSM-SD-164,B0004 -West Parking Lower Level Gsm Das Prediction Heatmap At Frequency 2600 Mhz - Over All Layout,2025-06-30,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1350,GSM-DAS & TETRA,GSM,1300403,ATS,B04,BF,1.0,ICT,GSM,SD,165,1300403-ATS-B04-BF-01-ICT-GSM-SD-165,B0004 -West Parking Lower Level Gsm Das Prediction Heatmap At Frequency 2600 Mhz - Part 1,2025-06-30,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1351,GSM-DAS & TETRA,GSM,1300403,ATS,B04,BF,2.0,ICT,GSM,SD,166,1300403-ATS-B04-BF-02-ICT-GSM-SD-166,B0004 -West Parking Lower Level Gsm Das Prediction Heatmap At Frequency 2600 Mhz - Part 2,2025-06-30,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1352,GSM-DAS & TETRA,GSM,1300403,ATS,B04,BF,3.0,ICT,GSM,SD,167,1300403-ATS-B04-BF-03-ICT-GSM-SD-167,B0004 -West Parking Lower Level Gsm Das Prediction Heatmap At Frequency 2600 Mhz - Part 3,2025-06-30,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1353,GSM-DAS & TETRA,GSM,1300403,ATS,B04,BF,4.0,ICT,GSM,SD,168,1300403-ATS-B04-BF-04-ICT-GSM-SD-168,B0004 -West Parking Lower Level Gsm Das Prediction Heatmap At Frequency 2600 Mhz - Part 4,2025-06-30,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1354,GSM-DAS & TETRA,GSM,1300403,ATS,B04,GF,0.0,ICT,GSM,SD,169,1300403-ATS-B04-GF-00-ICT-GSM-SD-169,B0004 -West Parking Upper Level Gsm Das Prediction Heatmap At Frequency 2600 Mhz - Over All Layout,2025-07-14,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1355,GSM-DAS & TETRA,GSM,1300403,ATS,B04,GF,1.0,ICT,GSM,SD,170,1300403-ATS-B04-GF-01-ICT-GSM-SD-170,B0004 -West Parking Upper Level Gsm Das Prediction Heatmap At Frequency 2600 Mhz - Part 1,2025-07-14,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1356,GSM-DAS & TETRA,GSM,1300403,ATS,B04,GF,2.0,ICT,GSM,SD,171,1300403-ATS-B04-GF-02-ICT-GSM-SD-171,B0004 -West Parking Upper Level Gsm Das Prediction Heatmap At Frequency 2600 Mhz - Part 2,2025-07-14,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
1357,GSM-DAS & TETRA,GSM,1300403,ATS,B04,GF,3.0,ICT,GSM,SD,172,1300403-ATS-B04-GF-03-ICT-GSM-SD-172,B0004 -West Parking Upper Level Gsm Das Prediction Heatmap At Frequency 2600 Mhz - Part 3,2025-07-14,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
